model_id,model_params_est,dtype,quantization_mode,batch_size,context_len,prompt_id,run_id,input_tokens,output_tokens,elapsed_s,tokens_per_s,avg_watts,joules_total,joules_per_token,gpu_name,driver_version,torch_version,transformers_version,error
EleutherAI/pythia-1.4b,1414647808,float16,none,4,256,"1,2,3,4",132,303,512,2.2259,230.02,110.49,237.7454,0.464346,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,4,256,"1,2,3,4",133,303,512,2.2368,228.89,107.27,227.1814,0.443714,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,4,256,"1,2,3,4",134,303,512,2.2302,229.57,103.78,223.0163,0.435579,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,4,256,"1,2,3,4",135,303,512,2.2292,229.68,102.94,230.95,0.451074,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,256,"1,2,3,4,5,6,7,8",136,593,1024,2.2973,445.73,116.74,262.5269,0.256374,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,256,"1,2,3,4,5,6,7,8",137,593,1024,2.2896,447.24,116.68,262.9811,0.256817,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,256,"1,2,3,4,5,6,7,8",138,593,1024,2.2913,446.91,117.09,263.5145,0.257338,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,256,"1,2,3,4,5,6,7,8",139,593,1024,2.2936,446.45,123.2,270.2156,0.263882,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,256,"1,2,3,4,5,6,7,8",140,593,1024,2.2711,450.87,126.78,273.0817,0.266681,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,2048,1,141,77,128,2.252,56.84,114.24,245.3401,1.916719,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,2048,1,142,77,128,2.2587,56.67,114.86,247.1569,1.930913,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,2048,1,143,77,128,2.2723,56.33,120.52,271.0348,2.11746,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,2048,1,144,77,128,2.2437,57.05,114.93,247.41,1.93289,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,1,2048,1,145,77,128,2.2487,56.92,121.17,261.3231,2.041587,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,2048,"1,2",146,158,256,2.3004,111.28,138.42,312.7357,1.221624,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,2048,"1,2",147,158,256,2.297,111.45,137.08,309.068,1.207297,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,2048,"1,2",148,158,256,2.3055,111.04,135.34,304.45,1.189258,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,2048,"1,2",149,158,256,2.2918,111.7,137.42,306.0234,1.195404,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,2,2048,"1,2",150,158,256,2.3022,111.2,139.01,313.9861,1.226508,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,4,2048,"1,2,3,4",151,303,512,2.3755,215.53,183.63,414.6554,0.809874,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,4,2048,"1,2,3,4",152,303,512,2.3882,214.38,183.14,431.3774,0.842534,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,4,2048,"1,2,3,4",153,303,512,2.3793,215.19,182.25,411.0061,0.802746,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,4,2048,"1,2,3,4",154,303,512,2.3596,216.99,184.46,416.5073,0.813491,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,4,2048,"1,2,3,4",155,303,512,2.3871,214.49,184.59,434.4337,0.848503,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,2048,"1,2,3,4,5,6,7,8",156,593,1024,3.2012,319.88,226.79,697.5244,0.681176,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,2048,"1,2,3,4,5,6,7,8",157,593,1024,3.2014,319.86,225.2,702.1389,0.685682,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,2048,"1,2,3,4,5,6,7,8",158,593,1024,3.2104,318.97,225.84,709.8974,0.693259,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,2048,"1,2,3,4,5,6,7,8",159,593,1024,3.2049,319.51,226.56,719.6836,0.702816,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-1.4b,1414647808,float16,none,8,2048,"1,2,3,4,5,6,7,8",160,593,1024,3.2024,319.76,227.31,721.6723,0.704758,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,256,1,161,77,128,2.9044,44.07,114.0,327.0027,2.554709,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,256,1,162,77,128,2.8895,44.3,112.52,323.2061,2.525048,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,256,1,163,77,128,2.8914,44.27,111.12,318.3567,2.487162,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,256,1,164,77,128,2.9352,43.61,111.23,321.7989,2.514054,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,256,1,165,77,128,2.9128,43.94,110.5,316.3283,2.471315,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,256,"1,2",166,158,256,2.9025,88.2,116.95,333.83,1.304023,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,256,"1,2",167,158,256,2.8915,88.54,119.25,342.0148,1.335995,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,256,"1,2",168,158,256,2.8917,88.53,117.01,335.1481,1.309172,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,256,"1,2",169,158,256,2.8981,88.33,114.54,327.8831,1.280793,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,256,"1,2",170,158,256,2.8952,88.42,115.08,329.94,1.288828,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,256,"1,2,3,4",171,303,512,2.8972,176.72,123.65,354.3363,0.692063,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,256,"1,2,3,4",172,303,512,2.9121,175.82,123.93,355.5972,0.694526,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,256,"1,2,3,4",173,303,512,2.9053,176.23,123.8,354.9109,0.693185,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,256,"1,2,3,4",174,303,512,2.9182,175.45,127.22,360.2264,0.703567,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,256,"1,2,3,4",175,303,512,2.8981,176.66,126.01,358.4227,0.700044,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,256,"1,2,3,4,5,6,7,8",176,593,1024,3.04,336.84,145.73,428.7892,0.418739,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,256,"1,2,3,4,5,6,7,8",177,593,1024,3.037,337.18,145.33,425.6386,0.415663,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,256,"1,2,3,4,5,6,7,8",178,593,1024,3.0415,336.67,141.35,420.8053,0.410943,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,256,"1,2,3,4,5,6,7,8",179,593,1024,3.0356,337.33,143.26,425.6227,0.415647,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,256,"1,2,3,4,5,6,7,8",180,593,1024,3.022,338.85,146.14,433.5083,0.423348,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,2048,1,181,77,128,2.9683,43.12,138.97,398.6193,3.114213,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,2048,1,182,77,128,2.9687,43.12,138.98,399.5386,3.121395,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,2048,1,183,77,128,2.9935,42.76,139.69,408.1477,3.188654,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,2048,1,184,77,128,2.9646,43.18,137.72,394.4846,3.081911,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,1,2048,1,185,77,128,2.9782,42.98,138.19,396.3035,3.096121,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,2048,"1,2",186,158,256,3.0513,83.9,169.92,504.4427,1.970479,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,2048,"1,2",187,158,256,3.0454,84.06,171.6,509.8957,1.99178,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,2048,"1,2",188,158,256,3.046,84.04,170.51,504.9436,1.972436,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,2048,"1,2",189,158,256,3.0391,84.24,169.89,506.0422,1.976727,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,2,2048,"1,2",190,158,256,3.0625,83.59,171.42,504.773,1.97177,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,2048,"1,2,3,4",191,303,512,3.4984,146.35,215.1,748.5967,1.462103,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,2048,"1,2,3,4",192,303,512,3.4966,146.43,214.72,727.1,1.420117,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,2048,"1,2,3,4",193,303,512,3.4956,146.47,218.76,762.66,1.48957,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,2048,"1,2,3,4",194,303,512,3.4968,146.42,222.16,752.0776,1.468902,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,4,2048,"1,2,3,4",195,303,512,3.5003,146.27,219.69,742.5023,1.4502,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,2048,"1,2,3,4,5,6,7,8",196,593,1024,5.5579,184.24,245.96,1358.4721,1.326633,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,2048,"1,2,3,4,5,6,7,8",197,593,1024,5.5519,184.44,247.44,1370.578,1.338455,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,2048,"1,2,3,4,5,6,7,8",198,593,1024,5.5646,184.02,246.74,1368.1452,1.336079,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,2048,"1,2,3,4,5,6,7,8",199,593,1024,5.5558,184.31,248.45,1373.1926,1.341008,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-2.8b-deduped,2775208960,float16,none,8,2048,"1,2,3,4,5,6,7,8",200,593,1024,5.5555,184.32,248.16,1368.7622,1.336682,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,256,1,201,77,128,2.9959,42.73,166.48,493.8046,3.857849,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,256,1,202,77,128,2.9865,42.86,168.51,499.9545,3.905895,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,256,1,203,77,128,3.0016,42.64,170.92,507.8062,3.967236,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,256,1,204,77,128,2.9987,42.68,169.92,504.2577,3.939513,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,256,1,205,77,128,2.997,42.71,166.5,494.0197,3.859529,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,256,"1,2",206,158,256,3.0037,85.23,179.44,534.9911,2.089809,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,256,"1,2",207,158,256,2.9969,85.42,174.91,518.9456,2.027131,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,256,"1,2",208,158,256,2.9973,85.41,169.76,503.0975,1.965225,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,256,"1,2",209,158,256,2.9986,85.37,171.36,509.0151,1.98834,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,256,"1,2",210,158,256,3.0015,85.29,172.83,514.2141,2.008649,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,256,"1,2,3,4",211,303,512,3.0287,169.05,188.63,559.1486,1.092087,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,256,"1,2,3,4",212,303,512,3.0405,168.39,189.3,562.1055,1.097862,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,256,"1,2,3,4",213,303,512,3.0327,168.82,189.02,560.3542,1.094442,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,256,"1,2,3,4",214,303,512,3.0359,168.65,190.62,561.9015,1.097464,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,256,"1,2,3,4",215,303,512,3.0349,168.71,186.97,555.1139,1.084207,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,256,"1,2,3,4,5,6,7,8",216,593,1024,3.095,330.86,223.93,664.4936,0.648919,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,256,"1,2,3,4,5,6,7,8",217,593,1024,3.1115,329.1,222.05,662.3468,0.646823,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,256,"1,2,3,4,5,6,7,8",218,593,1024,3.1015,330.17,226.86,696.1326,0.679817,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,256,"1,2,3,4,5,6,7,8",219,593,1024,3.1016,330.15,226.01,692.8047,0.676567,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,256,"1,2,3,4,5,6,7,8",220,593,1024,3.1052,329.77,223.01,684.5243,0.668481,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,2048,1,221,77,128,3.1354,40.82,210.01,646.1248,5.04785,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,2048,1,222,77,128,3.1238,40.98,209.72,644.4361,5.034657,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,2048,1,223,77,128,3.1336,40.85,206.61,635.8066,4.967239,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,2048,1,224,77,128,3.1573,40.54,204.44,628.5617,4.910638,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,1,2048,1,225,77,128,3.1485,40.65,212.73,654.8169,5.115757,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,2048,"1,2",226,158,256,3.6913,69.35,235.61,844.8992,3.300388,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,2048,"1,2",227,158,256,3.6894,69.39,236.46,847.0181,3.308664,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,2048,"1,2",228,158,256,3.6865,69.44,238.91,859.5775,3.357725,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,2048,"1,2",229,158,256,3.716,68.89,233.64,848.0917,3.312858,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,2,2048,"1,2",230,158,256,3.6847,69.48,237.2,851.0627,3.324464,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,2048,"1,2,3,4",231,303,512,5.2537,97.46,253.78,1328.8582,2.595426,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,2048,"1,2,3,4",232,303,512,5.2544,97.44,255.64,1322.7908,2.583576,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,2048,"1,2,3,4",233,303,512,5.2375,97.76,257.97,1347.5799,2.631992,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,2048,"1,2,3,4",234,303,512,5.2461,97.6,257.77,1346.3914,2.629671,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,4,2048,"1,2,3,4",235,303,512,5.2382,97.74,261.01,1339.1311,2.615491,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,2048,"1,2,3,4,5,6,7,8",236,593,1024,8.6088,118.95,268.47,2285.2288,2.231669,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,2048,"1,2,3,4,5,6,7,8",237,593,1024,8.6012,119.05,272.78,2319.4857,2.265123,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,2048,"1,2,3,4,5,6,7,8",238,593,1024,8.6014,119.05,271.23,2339.0692,2.284247,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,2048,"1,2,3,4,5,6,7,8",239,593,1024,8.6078,118.96,272.29,2314.2731,2.260032,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-6.9b,6857302016,float16,none,8,2048,"1,2,3,4,5,6,7,8",240,593,1024,8.6136,118.88,271.42,2333.5431,2.278851,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,256,1,1,77,128,3.3799,37.87,217.37,711.9797,5.562342,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,256,1,2,77,128,3.3812,37.86,214.33,701.2734,5.478698,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,256,1,3,77,128,3.3762,37.91,219.3,718.0755,5.609965,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,256,1,4,77,128,3.3982,37.67,219.81,742.8324,5.803378,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,1,256,1,5,77,128,3.3871,37.79,214.36,702.8783,5.491237,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,256,"1,2",6,158,256,3.4254,74.74,229.8,784.4095,3.0641,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,256,"1,2",7,158,256,3.4062,75.16,229.13,773.239,3.020465,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,256,"1,2",8,158,256,3.3933,75.44,227.82,746.839,2.91734,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,256,"1,2",9,158,256,3.4064,75.15,232.79,786.2619,3.071336,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,2,256,"1,2",10,158,256,3.4247,74.75,236.32,796.4759,3.111234,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,256,"1,2,3,4",11,303,512,3.4818,147.05,256.7,866.911,1.693186,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,256,"1,2,3,4",12,303,512,3.4864,146.86,252.1,858.2834,1.676335,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,256,"1,2,3,4",13,303,512,3.4867,146.84,256.7,866.9866,1.693333,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,256,"1,2,3,4",14,303,512,3.4793,147.16,254.3,858.588,1.67693,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,4,256,"1,2,3,4",15,303,512,3.478,147.21,254.49,859.3473,1.678413,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,8,256,"1,2,3,4,5,6,7,8",16,593,1024,4.1646,245.88,264.15,1081.1345,1.055795,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,8,256,"1,2,3,4,5,6,7,8",17,593,1024,4.1706,245.53,264.23,1082.2457,1.056881,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
EleutherAI/pythia-12b,11846072320,float16,none,8,256,"1,2,3,4,5,6,7,8",18,593,1024,4.1663,245.78,263.12,1075.8956,1.050679,NVIDIA A100 80GB PCIe,530.30.02,2.5.1+cu121,4.57.6,
